Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,191,182,249,130,119,97,85,63,60
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,183,194,254,112,119,97,81,59,46
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,194,167,238,127,99,82,77,70,54
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,268,228,304,193,138,101,110,75,56
21,0,0,0,0,2,4,14,7,13,16,23,23,43,41,47,42,45,144,125,139,188,98,38,46,44,27,36
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,80,94,140,49,51,50,42,35,26
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,85,86,109,56,33,40,34,20,29
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,94,69,101,54,32,32,34,25,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,56,56,83,42,38,26,28,24,19
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,44,56,79,19,28,36,23,17,14
