Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,202,175,252,147,117,91,76,59,52
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,169,199,250,135,107,75,86,62,50
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,193,170,244,124,101,93,88,74,43
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,241,256,337,189,134,116,115,96,75
21,0,0,0,0,2,4,8,7,18,21,21,32,55,52,38,38,25,150,135,129,165,82,50,47,43,29,38
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,99,91,144,59,54,36,36,33,24
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,82,126,40,56,44,42,42,20
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,79,84,83,51,40,37,25,19,23
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,80,72,80,33,36,41,21,21,11
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,43,75,37,21,18,19,23,14
