Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,207,200,271,128,103,110,70,70,52
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,206,183,241,131,125,92,67,67,51
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,205,176,252,105,94,84,68,68,46
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,223,245,284,169,141,142,101,86,55
21,0,0,0,0,6,7,9,11,7,17,26,26,49,36,39,37,37,142,156,123,223,72,65,51,50,17,23
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,107,104,146,53,43,44,50,40,25
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,93,73,116,46,49,43,36,31,28
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,73,58,99,42,44,43,27,37,22
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,75,82,41,37,35,34,9,19
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,56,58,56,26,27,34,29,24,22
