player_total,dealer_total,result,count,percentage
4,21,Loss,3,0.03
5,21,Loss,7,0.06999999999999999
6,21,Loss,10,0.1
7,21,Loss,16,0.16
8,21,Loss,13,0.13
9,21,Loss,21,0.21
10,21,Loss,24,0.24
11,21,Loss,23,0.22999999999999998
12,21,Loss,45,0.44999999999999996
13,21,Loss,47,0.47000000000000003
14,21,Loss,40,0.4
15,21,Loss,48,0.48
16,21,Loss,22,0.22
17,17,Push,219,2.19
17,18,Loss,202,2.02
17,19,Loss,193,1.9300000000000002
17,20,Loss,281,2.81
17,21,Loss,130,1.3
17,22,Win,119,1.1900000000000002
17,23,Win,76,0.76
17,24,Win,89,0.89
17,25,Win,76,0.76
17,26,Win,69,0.69
18,17,Win,195,1.95
18,18,Push,206,2.06
18,19,Loss,164,1.6400000000000001
18,20,Loss,257,2.5700000000000003
18,21,Loss,123,1.23
18,22,Win,112,1.1199999999999999
18,23,Win,92,0.9199999999999999
18,24,Win,83,0.83
18,25,Win,78,0.7799999999999999
18,26,Win,49,0.49
19,17,Win,190,1.9
19,18,Win,196,1.96
19,19,Push,177,1.77
19,20,Loss,237,2.37
19,21,Loss,121,1.21
19,22,Win,86,0.86
19,23,Win,92,0.9199999999999999
19,24,Win,86,0.86
19,25,Win,57,0.5700000000000001
19,26,Win,62,0.62
20,17,Win,265,2.65
20,18,Win,235,2.35
20,19,Win,233,2.33
20,20,Push,352,3.52
20,21,Loss,202,2.02
20,22,Win,139,1.39
20,23,Win,124,1.24
20,24,Win,105,1.05
20,25,Win,67,0.67
20,26,Win,81,0.8099999999999999
21,4,Win,4,0.04
21,5,Win,4,0.04
21,6,Win,11,0.11
21,7,Win,10,0.1
21,8,Win,9,0.09
21,9,Win,21,0.21
21,10,Win,19,0.19
21,11,Win,25,0.25
21,12,Win,41,0.41000000000000003
21,13,Win,38,0.38
21,14,Win,40,0.4
21,15,Win,40,0.4
21,16,Win,39,0.38999999999999996
21,17,Win,135,1.35
21,18,Win,118,1.18
21,19,Win,112,1.1199999999999999
21,20,Win,173,1.73
21,21,Push,96,0.96
21,22,Win,58,0.58
21,23,Win,46,0.45999999999999996
21,24,Win,33,0.33
21,25,Win,34,0.33999999999999997
21,26,Win,27,0.27
22,17,Loss,106,1.06
22,18,Loss,96,0.96
22,19,Loss,92,0.9199999999999999
22,20,Loss,130,1.3
22,21,Loss,35,0.35000000000000003
22,22,Push,56,0.5599999999999999
22,23,Push,55,0.5499999999999999
22,24,Push,39,0.38999999999999996
22,25,Push,44,0.44
22,26,Push,27,0.27
23,17,Loss,83,0.83
23,18,Loss,80,0.8
23,19,Loss,72,0.72
23,20,Loss,105,1.05
23,21,Loss,45,0.44999999999999996
23,22,Push,55,0.5499999999999999
23,23,Push,42,0.42
23,24,Push,36,0.36
23,25,Push,34,0.33999999999999997
23,26,Push,21,0.21
24,17,Loss,84,0.84
24,18,Loss,90,0.8999999999999999
24,19,Loss,93,0.9299999999999999
24,20,Loss,89,0.89
24,21,Loss,45,0.44999999999999996
24,22,Push,37,0.37
24,23,Push,41,0.41000000000000003
24,24,Push,32,0.32
24,25,Push,26,0.26
24,26,Push,26,0.26
25,17,Loss,53,0.53
25,18,Loss,68,0.6799999999999999
25,19,Loss,40,0.4
25,20,Loss,91,0.91
25,21,Loss,39,0.38999999999999996
25,22,Push,37,0.37
25,23,Push,34,0.33999999999999997
25,24,Push,26,0.26
25,25,Push,34,0.33999999999999997
25,26,Push,17,0.16999999999999998
26,17,Loss,62,0.62
26,18,Loss,66,0.66
26,19,Loss,48,0.48
26,20,Loss,62,0.62
26,21,Loss,23,0.22999999999999998
26,22,Push,26,0.26
26,23,Push,27,0.27
26,24,Push,26,0.26
26,25,Push,19,0.19
26,26,Push,14,0.13999999999999999
