player_total,dealer_total,result,count,percentage
4,21,Win,3,0.03
5,21,Win,8,0.08
6,21,Win,16,0.16
7,21,Win,13,0.13
8,21,Win,13,0.13
9,21,Win,15,0.15
10,21,Win,14,0.13999999999999999
11,21,Win,24,0.24
12,21,Win,63,0.63
13,21,Win,54,0.54
14,21,Win,49,0.49
15,21,Win,42,0.42
16,21,Win,33,0.33
17,17,Push,209,2.09
17,18,Win,226,2.26
17,19,Win,192,1.92
17,20,Win,244,2.44
17,21,Win,113,1.13
17,22,Loss,99,0.9900000000000001
17,23,Loss,101,1.01
17,24,Loss,98,0.98
17,25,Loss,75,0.75
17,26,Loss,52,0.52
18,17,Loss,203,2.03
18,18,Push,215,2.15
18,19,Win,175,1.7500000000000002
18,20,Win,248,2.48
18,21,Win,130,1.3
18,22,Loss,111,1.11
18,23,Loss,96,0.96
18,24,Loss,85,0.8500000000000001
18,25,Loss,72,0.72
18,26,Loss,72,0.72
19,17,Loss,225,2.25
19,18,Loss,193,1.9300000000000002
19,19,Push,151,1.51
19,20,Win,241,2.41
19,21,Win,127,1.27
19,22,Loss,89,0.89
19,23,Loss,107,1.0699999999999998
19,24,Loss,69,0.69
19,25,Loss,55,0.5499999999999999
19,26,Loss,47,0.47000000000000003
20,17,Loss,252,2.52
20,18,Loss,253,2.53
20,19,Loss,237,2.37
20,20,Push,308,3.08
20,21,Win,195,1.95
20,22,Loss,146,1.46
20,23,Loss,117,1.17
20,24,Loss,114,1.1400000000000001
20,25,Loss,68,0.6799999999999999
20,26,Loss,58,0.58
21,4,Loss,1,0.01
21,5,Loss,5,0.05
21,6,Loss,11,0.11
21,7,Loss,9,0.09
21,8,Loss,18,0.18
21,9,Loss,15,0.15
21,10,Loss,22,0.22
21,11,Loss,23,0.22999999999999998
21,12,Loss,44,0.44
21,13,Loss,55,0.5499999999999999
21,14,Loss,35,0.35000000000000003
21,15,Loss,38,0.38
21,16,Loss,42,0.42
21,17,Loss,131,1.31
21,18,Loss,116,1.16
21,19,Loss,143,1.43
21,20,Loss,199,1.9900000000000002
21,21,Push,69,0.69
21,22,Loss,56,0.5599999999999999
21,23,Loss,38,0.38
21,24,Loss,40,0.4
21,25,Loss,36,0.36
21,26,Loss,25,0.25
22,17,Win,105,1.05
22,18,Win,103,1.03
22,19,Win,77,0.77
22,20,Win,134,1.34
22,21,Win,40,0.4
22,22,Push,45,0.44999999999999996
22,23,Push,49,0.49
22,24,Push,45,0.44999999999999996
22,25,Push,41,0.41000000000000003
22,26,Push,25,0.25
23,17,Win,99,0.9900000000000001
23,18,Win,84,0.84
23,19,Win,94,0.9400000000000001
23,20,Win,110,1.0999999999999999
23,21,Win,31,0.31
23,22,Push,51,0.51
23,23,Push,40,0.4
23,24,Push,50,0.5
23,25,Push,22,0.22
23,26,Push,24,0.24
24,17,Win,91,0.91
24,18,Win,76,0.76
24,19,Win,76,0.76
24,20,Win,103,1.03
24,21,Win,36,0.36
24,22,Push,35,0.35000000000000003
24,23,Push,27,0.27
24,24,Push,32,0.32
24,25,Push,30,0.3
24,26,Push,15,0.15
25,17,Win,60,0.6
25,18,Win,64,0.64
25,19,Win,68,0.6799999999999999
25,20,Win,80,0.8
25,21,Win,37,0.37
25,22,Push,30,0.3
25,23,Push,36,0.36
25,24,Push,27,0.27
25,25,Push,27,0.27
25,26,Push,22,0.22
26,17,Win,50,0.5
26,18,Win,44,0.44
26,19,Win,59,0.59
26,20,Win,83,0.83
26,21,Win,19,0.19
26,22,Push,27,0.27
26,23,Push,35,0.35000000000000003
26,24,Push,24,0.24
26,25,Push,13,0.13
26,26,Push,19,0.19
