player_total,dealer_total,result,count,percentage
4,21,Loss,4,0.04
5,21,Loss,8,0.08
6,21,Loss,5,0.05
7,21,Loss,15,0.15
8,21,Loss,12,0.12
9,21,Loss,15,0.15
10,21,Loss,22,0.22
11,21,Loss,20,0.2
12,21,Loss,51,0.51
13,21,Loss,48,0.48
14,21,Loss,37,0.37
15,21,Loss,39,0.38999999999999996
16,21,Loss,32,0.32
17,17,Push,210,2.1
17,18,Loss,208,2.08
17,19,Loss,195,1.95
17,20,Loss,261,2.6100000000000003
17,21,Loss,131,1.31
17,22,Win,107,1.0699999999999998
17,23,Win,109,1.09
17,24,Win,80,0.8
17,25,Win,69,0.69
17,26,Win,57,0.5700000000000001
18,17,Win,212,2.12
18,18,Push,233,2.33
18,19,Loss,186,1.8599999999999999
18,20,Loss,215,2.15
18,21,Loss,136,1.3599999999999999
18,22,Win,78,0.7799999999999999
18,23,Win,98,0.98
18,24,Win,75,0.75
18,25,Win,67,0.67
18,26,Win,69,0.69
19,17,Win,180,1.7999999999999998
19,18,Win,161,1.6099999999999999
19,19,Push,177,1.77
19,20,Loss,229,2.29
19,21,Loss,126,1.26
19,22,Win,112,1.1199999999999999
19,23,Win,98,0.98
19,24,Win,77,0.77
19,25,Win,61,0.61
19,26,Win,69,0.69
20,17,Win,254,2.54
20,18,Win,243,2.4299999999999997
20,19,Win,270,2.7
20,20,Push,307,3.0700000000000003
20,21,Loss,172,1.72
20,22,Win,131,1.31
20,23,Win,120,1.2
20,24,Win,101,1.01
20,25,Win,98,0.98
20,26,Win,80,0.8
21,4,Win,3,0.03
21,5,Win,10,0.1
21,6,Win,5,0.05
21,7,Win,12,0.12
21,8,Win,16,0.16
21,9,Win,17,0.16999999999999998
21,10,Win,21,0.21
21,11,Win,22,0.22
21,12,Win,47,0.47000000000000003
21,13,Win,51,0.51
21,14,Win,39,0.38999999999999996
21,15,Win,43,0.43
21,16,Win,34,0.33999999999999997
21,17,Win,148,1.48
21,18,Win,119,1.1900000000000002
21,19,Win,134,1.34
21,20,Win,183,1.83
21,21,Push,67,0.67
21,22,Win,51,0.51
21,23,Win,43,0.43
21,24,Win,41,0.41000000000000003
21,25,Win,35,0.35000000000000003
21,26,Win,24,0.24
22,17,Loss,105,1.05
22,18,Loss,86,0.86
22,19,Loss,85,0.8500000000000001
22,20,Loss,138,1.38
22,21,Loss,51,0.51
22,22,Push,44,0.44
22,23,Push,46,0.45999999999999996
22,24,Push,36,0.36
22,25,Push,39,0.38999999999999996
22,26,Push,27,0.27
23,17,Loss,80,0.8
23,18,Loss,124,1.24
23,19,Loss,84,0.84
23,20,Loss,113,1.13
23,21,Loss,57,0.5700000000000001
23,22,Push,44,0.44
23,23,Push,49,0.49
23,24,Push,43,0.43
23,25,Push,33,0.33
23,26,Push,31,0.31
24,17,Loss,78,0.7799999999999999
24,18,Loss,72,0.72
24,19,Loss,67,0.67
24,20,Loss,117,1.17
24,21,Loss,42,0.42
24,22,Push,42,0.42
24,23,Push,34,0.33999999999999997
24,24,Push,34,0.33999999999999997
24,25,Push,29,0.29
24,26,Push,15,0.15
25,17,Loss,60,0.6
25,18,Loss,86,0.86
25,19,Loss,57,0.5700000000000001
25,20,Loss,78,0.7799999999999999
25,21,Loss,24,0.24
25,22,Push,33,0.33
25,23,Push,32,0.32
25,24,Push,25,0.25
25,25,Push,24,0.24
25,26,Push,16,0.16
26,17,Loss,64,0.64
26,18,Loss,48,0.48
26,19,Loss,47,0.47000000000000003
26,20,Loss,79,0.79
26,21,Loss,35,0.35000000000000003
26,22,Push,30,0.3
26,23,Push,28,0.27999999999999997
26,24,Push,24,0.24
26,25,Push,14,0.13999999999999999
26,26,Push,16,0.16
