player_total,dealer_total,result,count,percentage
4,21,Loss,2,0.02
5,21,Loss,3,0.03
6,21,Loss,9,0.09
7,21,Loss,12,0.12
8,21,Loss,16,0.16
9,21,Loss,16,0.16
10,21,Loss,17,0.16999999999999998
11,21,Loss,26,0.26
12,21,Loss,35,0.35000000000000003
13,21,Loss,42,0.42
14,21,Loss,49,0.49
15,21,Loss,28,0.27999999999999997
16,21,Loss,44,0.44
17,17,Push,205,2.0500000000000003
17,18,Loss,170,1.7000000000000002
17,19,Loss,204,2.04
17,20,Loss,265,2.65
17,21,Loss,139,1.39
17,22,Win,111,1.11
17,23,Win,87,0.8699999999999999
17,24,Win,101,1.01
17,25,Win,75,0.75
17,26,Win,51,0.51
18,17,Win,200,2.0
18,18,Push,209,2.09
18,19,Loss,195,1.95
18,20,Loss,244,2.44
18,21,Loss,122,1.22
18,22,Win,108,1.08
18,23,Win,89,0.89
18,24,Win,76,0.76
18,25,Win,81,0.8099999999999999
18,26,Win,54,0.54
19,17,Win,194,1.94
19,18,Win,181,1.81
19,19,Push,167,1.67
19,20,Loss,228,2.2800000000000002
19,21,Loss,133,1.3299999999999998
19,22,Win,119,1.1900000000000002
19,23,Win,89,0.89
19,24,Win,82,0.8200000000000001
19,25,Win,44,0.44
19,26,Win,56,0.5599999999999999
20,17,Win,225,2.25
20,18,Win,255,2.55
20,19,Win,263,2.63
20,20,Push,356,3.56
20,21,Loss,171,1.71
20,22,Win,130,1.3
20,23,Win,109,1.09
20,24,Win,94,0.9400000000000001
20,25,Win,91,0.91
20,26,Win,76,0.76
21,4,Win,8,0.08
21,5,Win,4,0.04
21,6,Win,7,0.06999999999999999
21,7,Win,13,0.13
21,8,Win,10,0.1
21,9,Win,16,0.16
21,10,Win,16,0.16
21,11,Win,27,0.27
21,12,Win,47,0.47000000000000003
21,13,Win,49,0.49
21,14,Win,36,0.36
21,15,Win,47,0.47000000000000003
21,16,Win,45,0.44999999999999996
21,17,Win,138,1.38
21,18,Win,141,1.41
21,19,Win,130,1.3
21,20,Win,176,1.76
21,21,Push,91,0.91
21,22,Win,51,0.51
21,23,Win,43,0.43
21,24,Win,50,0.5
21,25,Win,45,0.44999999999999996
21,26,Win,25,0.25
22,17,Loss,102,1.02
22,18,Loss,97,0.97
22,19,Loss,119,1.1900000000000002
22,20,Loss,129,1.29
22,21,Loss,57,0.5700000000000001
22,22,Push,63,0.63
22,23,Push,43,0.43
22,24,Push,33,0.33
22,25,Push,31,0.31
22,26,Push,23,0.22999999999999998
23,17,Loss,97,0.97
23,18,Loss,94,0.9400000000000001
23,19,Loss,86,0.86
23,20,Loss,102,1.02
23,21,Loss,44,0.44
23,22,Push,45,0.44999999999999996
23,23,Push,42,0.42
23,24,Push,34,0.33999999999999997
23,25,Push,32,0.32
23,26,Push,24,0.24
24,17,Loss,77,0.77
24,18,Loss,68,0.6799999999999999
24,19,Loss,80,0.8
24,20,Loss,85,0.8500000000000001
24,21,Loss,32,0.32
24,22,Push,37,0.37
24,23,Push,44,0.44
24,24,Push,33,0.33
24,25,Push,30,0.3
24,26,Push,19,0.19
25,17,Loss,97,0.97
25,18,Loss,65,0.65
25,19,Loss,72,0.72
25,20,Loss,80,0.8
25,21,Loss,36,0.36
25,22,Push,37,0.37
25,23,Push,27,0.27
25,24,Push,31,0.31
25,25,Push,19,0.19
25,26,Push,16,0.16
26,17,Loss,53,0.53
26,18,Loss,47,0.47000000000000003
26,19,Loss,45,0.44999999999999996
26,20,Loss,76,0.76
26,21,Loss,21,0.21
26,22,Push,22,0.22
26,23,Push,30,0.3
26,24,Push,28,0.27999999999999997
26,25,Push,24,0.24
26,26,Push,9,0.09
