Hand Value\Card Count,4,5,6,7,8,9,10,11
17,56,82,58,29,6,2,1,0
18,44,69,53,20,3,3,1,0
19,34,76,45,22,9,1,1,1
20,96,113,60,27,8,1,0,0
21,0,0,26,18,6,3,0,0
blackjack,16,0,0,0,0,0,0,0
bust,0,0,299,304,167,46,11,4
