player_total,dealer_total,result,count,percentage
4,21,Loss,3,0.03
5,21,Loss,5,0.05
6,21,Loss,9,0.09
7,21,Loss,11,0.11
8,21,Loss,11,0.11
9,21,Loss,17,0.16999999999999998
10,21,Loss,15,0.15
11,21,Loss,24,0.24
12,21,Loss,33,0.33
13,21,Loss,37,0.37
14,21,Loss,36,0.36
15,21,Loss,34,0.33999999999999997
16,21,Loss,43,0.43
17,17,Push,187,1.87
17,18,Loss,207,2.07
17,19,Loss,201,2.01
17,20,Loss,266,2.6599999999999997
17,21,Loss,147,1.47
17,22,Win,103,1.03
17,23,Win,100,1.0
17,24,Win,81,0.8099999999999999
17,25,Win,69,0.69
17,26,Win,57,0.5700000000000001
18,17,Win,204,2.04
18,18,Push,193,1.9300000000000002
18,19,Loss,196,1.96
18,20,Loss,251,2.5100000000000002
18,21,Loss,130,1.3
18,22,Win,108,1.08
18,23,Win,101,1.01
18,24,Win,67,0.67
18,25,Win,87,0.8699999999999999
18,26,Win,44,0.44
19,17,Win,202,2.02
19,18,Win,172,1.72
19,19,Push,197,1.97
19,20,Loss,242,2.42
19,21,Loss,138,1.38
19,22,Win,96,0.96
19,23,Win,86,0.86
19,24,Win,89,0.89
19,25,Win,72,0.72
19,26,Win,60,0.6
20,17,Win,259,2.59
20,18,Win,274,2.74
20,19,Win,227,2.27
20,20,Push,330,3.3000000000000003
20,21,Loss,183,1.83
20,22,Win,131,1.31
20,23,Win,101,1.01
20,24,Win,91,0.91
20,25,Win,95,0.95
20,26,Win,63,0.63
21,4,Win,8,0.08
21,5,Win,2,0.02
21,6,Win,8,0.08
21,7,Win,9,0.09
21,8,Win,12,0.12
21,9,Win,15,0.15
21,10,Win,17,0.16999999999999998
21,11,Win,23,0.22999999999999998
21,12,Win,49,0.49
21,13,Win,41,0.41000000000000003
21,14,Win,47,0.47000000000000003
21,15,Win,38,0.38
21,16,Win,31,0.31
21,17,Win,146,1.46
21,18,Win,118,1.18
21,19,Win,135,1.35
21,20,Win,189,1.8900000000000001
21,21,Push,75,0.75
21,22,Win,43,0.43
21,23,Win,51,0.51
21,24,Win,32,0.32
21,25,Win,33,0.33
21,26,Win,29,0.29
22,17,Loss,113,1.13
22,18,Loss,111,1.11
22,19,Loss,109,1.09
22,20,Loss,123,1.23
22,21,Loss,47,0.47000000000000003
22,22,Push,56,0.5599999999999999
22,23,Push,47,0.47000000000000003
22,24,Push,46,0.45999999999999996
22,25,Push,38,0.38
22,26,Push,28,0.27999999999999997
23,17,Loss,83,0.83
23,18,Loss,88,0.88
23,19,Loss,75,0.75
23,20,Loss,87,0.8699999999999999
23,21,Loss,55,0.5499999999999999
23,22,Push,40,0.4
23,23,Push,52,0.52
23,24,Push,38,0.38
23,25,Push,34,0.33999999999999997
23,26,Push,24,0.24
24,17,Loss,90,0.8999999999999999
24,18,Loss,88,0.88
24,19,Loss,82,0.8200000000000001
24,20,Loss,98,0.98
24,21,Loss,42,0.42
24,22,Push,45,0.44999999999999996
24,23,Push,44,0.44
24,24,Push,33,0.33
24,25,Push,19,0.19
24,26,Push,24,0.24
25,17,Loss,81,0.8099999999999999
25,18,Loss,67,0.67
25,19,Loss,66,0.66
25,20,Loss,84,0.84
25,21,Loss,36,0.36
25,22,Push,25,0.25
25,23,Push,22,0.22
25,24,Push,23,0.22999999999999998
25,25,Push,27,0.27
25,26,Push,24,0.24
26,17,Loss,48,0.48
26,18,Loss,56,0.5599999999999999
26,19,Loss,41,0.41000000000000003
26,20,Loss,63,0.63
26,21,Loss,36,0.36
26,22,Push,23,0.22999999999999998
26,23,Push,26,0.26
26,24,Push,23,0.22999999999999998
26,25,Push,19,0.19
26,26,Push,15,0.15
