player_total,dealer_total,result,count,percentage
4,21,Loss,6,0.06
5,21,Loss,6,0.06
6,21,Loss,16,0.16
7,21,Loss,4,0.04
8,21,Loss,11,0.11
9,21,Loss,11,0.11
10,21,Loss,18,0.18
11,21,Loss,25,0.25
12,21,Loss,40,0.4
13,21,Loss,43,0.43
14,21,Loss,42,0.42
15,21,Loss,37,0.37
16,21,Loss,46,0.45999999999999996
17,17,Push,231,2.31
17,18,Loss,200,2.0
17,19,Loss,195,1.95
17,20,Loss,241,2.41
17,21,Loss,132,1.32
17,22,Win,110,1.0999999999999999
17,23,Win,99,0.9900000000000001
17,24,Win,74,0.74
17,25,Win,65,0.65
17,26,Win,56,0.5599999999999999
18,17,Win,213,2.13
18,18,Push,179,1.79
18,19,Loss,184,1.8399999999999999
18,20,Loss,247,2.4699999999999998
18,21,Loss,121,1.21
18,22,Win,92,0.9199999999999999
18,23,Win,90,0.8999999999999999
18,24,Win,65,0.65
18,25,Win,60,0.6
18,26,Win,56,0.5599999999999999
19,17,Win,181,1.81
19,18,Win,205,2.0500000000000003
19,19,Push,183,1.83
19,20,Loss,238,2.3800000000000003
19,21,Loss,127,1.27
19,22,Win,106,1.06
19,23,Win,80,0.8
19,24,Win,68,0.6799999999999999
19,25,Win,60,0.6
19,26,Win,67,0.67
20,17,Win,240,2.4
20,18,Win,277,2.77
20,19,Win,230,2.3
20,20,Push,341,3.4099999999999997
20,21,Loss,188,1.8800000000000001
20,22,Win,159,1.59
20,23,Win,118,1.18
20,24,Win,107,1.0699999999999998
20,25,Win,86,0.86
20,26,Win,74,0.74
21,4,Win,5,0.05
21,5,Win,5,0.05
21,6,Win,7,0.06999999999999999
21,7,Win,13,0.13
21,8,Win,13,0.13
21,9,Win,23,0.22999999999999998
21,10,Win,20,0.2
21,11,Win,19,0.19
21,12,Win,60,0.6
21,13,Win,47,0.47000000000000003
21,14,Win,45,0.44999999999999996
21,15,Win,37,0.37
21,16,Win,39,0.38999999999999996
21,17,Win,132,1.32
21,18,Win,144,1.44
21,19,Win,128,1.28
21,20,Win,190,1.9
21,21,Push,86,0.86
21,22,Win,47,0.47000000000000003
21,23,Win,51,0.51
21,24,Win,39,0.38999999999999996
21,25,Win,35,0.35000000000000003
21,26,Win,32,0.32
22,17,Loss,106,1.06
22,18,Loss,100,1.0
22,19,Loss,90,0.8999999999999999
22,20,Loss,133,1.3299999999999998
22,21,Loss,46,0.45999999999999996
22,22,Push,43,0.43
22,23,Push,52,0.52
22,24,Push,37,0.37
22,25,Push,40,0.4
22,26,Push,29,0.29
23,17,Loss,98,0.98
23,18,Loss,97,0.97
23,19,Loss,92,0.9199999999999999
23,20,Loss,125,1.25
23,21,Loss,31,0.31
23,22,Push,46,0.45999999999999996
23,23,Push,55,0.5499999999999999
23,24,Push,45,0.44999999999999996
23,25,Push,36,0.36
23,26,Push,28,0.27999999999999997
24,17,Loss,87,0.8699999999999999
24,18,Loss,68,0.6799999999999999
24,19,Loss,76,0.76
24,20,Loss,94,0.9400000000000001
24,21,Loss,39,0.38999999999999996
24,22,Push,43,0.43
24,23,Push,46,0.45999999999999996
24,24,Push,31,0.31
24,25,Push,20,0.2
24,26,Push,25,0.25
25,17,Loss,74,0.74
25,18,Loss,64,0.64
25,19,Loss,56,0.5599999999999999
25,20,Loss,86,0.86
25,21,Loss,28,0.27999999999999997
25,22,Push,27,0.27
25,23,Push,26,0.26
25,24,Push,16,0.16
25,25,Push,19,0.19
25,26,Push,22,0.22
26,17,Loss,54,0.54
26,18,Loss,50,0.5
26,19,Loss,51,0.51
26,20,Loss,66,0.66
26,21,Loss,39,0.38999999999999996
26,22,Push,28,0.27999999999999997
26,23,Push,24,0.24
26,24,Push,17,0.16999999999999998
26,25,Push,19,0.19
26,26,Push,9,0.09
