Hand Value\Card Count,4,5,6,7,8,9,10
17,45,73,61,34,10,1,0
18,47,67,56,22,5,0,0
19,36,77,58,21,5,1,0
20,109,106,62,27,9,2,0
21,0,0,18,10,6,1,1
bust,0,0,294,303,151,35,9
blackjack,15,0,0,0,0,0,0
