Hand Value\Card Count,4,5,6,7,8,9,10,11
17,44,68,45,17,8,0,0,0
18,40,64,45,30,10,1,1,0
19,35,62,49,24,5,1,0,0
20,94,123,57,30,10,0,0,0
21,0,0,30,24,7,1,0,0
blackjack,20,0,0,0,0,0,0,0
bust,0,0,326,285,137,42,4,4
