Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,207,184,245,112,124,111,83,72,54
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,191,196,246,158,96,97,55,64,53
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,186,176,244,123,106,89,79,65,55
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,252,242,314,179,143,135,117,92,88
21,0,0,0,0,1,11,10,11,12,15,23,22,49,41,49,39,32,147,137,105,185,82,52,48,39,31,20
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,107,113,137,57,49,38,39,53,22
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,114,80,128,47,61,33,33,28,28
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,65,88,39,34,40,34,29,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,74,62,86,37,24,37,32,28,14
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,45,58,31,42,27,20,19,13
