Hand Value\Card Count,4,5,6,7,8,9,10,11
17,48,77,44,22,11,0,0,0
18,38,80,55,15,6,1,0,0
19,26,70,50,29,6,2,1,0
20,117,103,77,19,4,1,0,0
21,0,0,32,22,2,1,0,0
blackjack,19,0,0,0,0,0,0,0
bust,0,0,303,323,133,57,6,4
