player_total,dealer_total,result,count,percentage
4,21,Loss,289,0.0289
5,21,Loss,570,0.056999999999999995
6,21,Loss,756,0.0756
7,21,Loss,1137,0.1137
8,21,Loss,1477,0.1477
9,21,Loss,1743,0.1743
10,21,Loss,1994,0.19940000000000002
11,21,Loss,2323,0.2323
12,21,Loss,4475,0.4475
13,21,Loss,4537,0.45370000000000005
14,21,Loss,4213,0.42129999999999995
15,21,Loss,3917,0.39170000000000005
16,21,Loss,3559,0.3559
17,17,Push,17845,1.7845
17,18,Loss,18880,1.8880000000000001
17,19,Loss,18195,1.8195
17,20,Loss,24230,2.423
17,21,Loss,13277,1.3277
17,22,Win,9753,0.9753
17,23,Win,8812,0.8812
17,24,Win,7613,0.7613
17,25,Win,6664,0.6664
17,26,Win,5459,0.5459
18,17,Win,19117,1.9117
18,18,Push,19978,1.9978
18,19,Loss,19184,1.9183999999999999
18,20,Loss,25585,2.5585
18,21,Loss,13786,1.3786
18,22,Win,10216,1.0215999999999998
18,23,Win,9219,0.9218999999999999
18,24,Win,7981,0.7981
18,25,Win,6942,0.6942
18,26,Win,5839,0.5839
19,17,Win,18180,1.818
19,18,Win,19241,1.9241000000000001
19,19,Push,18435,1.8435
19,20,Loss,24626,2.4625999999999997
19,21,Loss,12958,1.2958
19,22,Win,9872,0.9872000000000001
19,23,Win,8980,0.898
19,24,Win,7757,0.7757000000000001
19,25,Win,6621,0.6621
19,26,Win,5520,0.5519999999999999
20,17,Win,24339,2.4339
20,18,Win,25880,2.588
20,19,Win,24583,2.4583
20,20,Push,32709,3.2709
20,21,Loss,18687,1.8686999999999998
20,22,Win,13290,1.329
20,23,Win,11819,1.1819
20,24,Win,10352,1.0352000000000001
20,25,Win,8737,0.8737
20,26,Win,7255,0.7255
21,4,Win,281,0.0281
21,5,Win,591,0.05910000000000001
21,6,Win,848,0.0848
21,7,Win,1127,0.1127
21,8,Win,1346,0.1346
21,9,Win,1747,0.1747
21,10,Win,1943,0.1943
21,11,Win,2218,0.2218
21,12,Win,4518,0.45180000000000003
21,13,Win,4357,0.4357
21,14,Win,4293,0.4293
21,15,Win,3978,0.3978
21,16,Win,3753,0.37529999999999997
21,17,Win,13499,1.3499
21,18,Win,13493,1.3493
21,19,Win,12735,1.2735
21,20,Win,18444,1.8443999999999998
21,21,Push,7702,0.7702
21,22,Win,5482,0.5482
21,23,Win,4940,0.494
21,24,Win,4278,0.42779999999999996
21,25,Win,3619,0.3619
21,26,Win,3028,0.3028
22,17,Loss,9900,0.9900000000000001
22,18,Loss,10545,1.0545
22,19,Loss,9956,0.9955999999999999
22,20,Loss,13312,1.3312
22,21,Loss,5521,0.5521
22,22,Push,5448,0.5448
22,23,Push,4741,0.4741
22,24,Push,4255,0.4255
22,25,Push,3715,0.3715
22,26,Push,2934,0.2934
23,17,Loss,8629,0.8629
23,18,Loss,9253,0.9253000000000001
23,19,Loss,8792,0.8792
23,20,Loss,11794,1.1794
23,21,Loss,4932,0.49319999999999997
23,22,Push,4783,0.4783
23,23,Push,4417,0.4417
23,24,Push,3799,0.37989999999999996
23,25,Push,3240,0.32399999999999995
23,26,Push,2560,0.256
24,17,Loss,7832,0.7832
24,18,Loss,8208,0.8208
24,19,Loss,7668,0.7668
24,20,Loss,10459,1.0459
24,21,Loss,4369,0.43689999999999996
24,22,Push,4289,0.4289
24,23,Push,3734,0.3734
24,24,Push,3408,0.3408
24,25,Push,2821,0.2821
24,26,Push,2237,0.22369999999999998
25,17,Loss,6580,0.658
25,18,Loss,6882,0.6882
25,19,Loss,6593,0.6593
25,20,Loss,9006,0.9006000000000001
25,21,Loss,3646,0.3646
25,22,Push,3625,0.36250000000000004
25,23,Push,3142,0.3142
25,24,Push,2784,0.2784
25,25,Push,2388,0.23879999999999998
25,26,Push,1957,0.19569999999999999
26,17,Loss,5308,0.5308
26,18,Loss,5624,0.5624
26,19,Loss,5259,0.5259
26,20,Loss,7274,0.7274
26,21,Loss,3127,0.3127
26,22,Push,2960,0.296
26,23,Push,2682,0.2682
26,24,Push,2310,0.231
26,25,Push,2002,0.2002
26,26,Push,1674,0.1674
