Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4475,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17845,18880,18195,24230,13277,9753,8812,7613,6664,5459
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19117,19978,19184,25585,13786,10216,9219,7981,6942,5839
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18180,19241,18435,24626,12958,9872,8980,7757,6621,5520
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24339,25880,24583,32709,18687,13290,11819,10352,8737,7255
21,0,0,0,0,281,591,848,1127,1346,1747,1943,2218,4518,4357,4293,3978,3753,13499,13493,12735,18444,7702,5482,4940,4278,3619,3028
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,10545,9956,13312,5521,5448,4741,4255,3715,2934
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8629,9253,8792,11794,4932,4783,4417,3799,3240,2560
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7832,8208,7668,10459,4369,4289,3734,3408,2821,2237
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6580,6882,6593,9006,3646,3625,3142,2784,2388,1957
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308,5624,5259,7274,3127,2960,2682,2310,2002,1674
