Hand Value\Card Count,4,5,6,7,8,9,10,11
17,57,76,40,39,6,2,0,0
18,34,66,58,22,4,0,0,0
19,38,67,55,28,10,2,0,0
20,102,117,57,28,7,3,1,0
21,0,0,34,18,7,2,1,0
bust,0,0,263,311,141,32,10,1
blackjack,23,0,0,0,0,0,0,0
