Hand Value\Card Count,4,5,6,7,8,9,10,11
17,55,90,72,17,9,1,0,0
18,47,74,63,19,6,0,1,0
19,43,79,43,32,12,0,0,0
20,105,91,58,23,8,5,0,0
21,0,0,30,20,9,2,0,0
blackjack,23,0,0,0,0,0,0,0
bust,0,0,357,287,153,30,12,1
