player_total,dealer_total,result,count,percentage
4,21,Loss,1,0.01
5,21,Loss,9,0.09
6,21,Loss,14,0.13999999999999999
7,21,Loss,6,0.06
8,21,Loss,12,0.12
9,21,Loss,15,0.15
10,21,Loss,18,0.18
11,21,Loss,20,0.2
12,21,Loss,48,0.48
13,21,Loss,48,0.48
14,21,Loss,26,0.26
15,21,Loss,37,0.37
16,21,Loss,39,0.38999999999999996
17,17,Push,249,2.4899999999999998
17,18,Loss,184,1.8399999999999999
17,19,Loss,186,1.8599999999999999
17,20,Loss,241,2.41
17,21,Loss,120,1.2
17,22,Win,93,0.9299999999999999
17,23,Win,101,1.01
17,24,Win,71,0.7100000000000001
17,25,Win,70,0.7000000000000001
17,26,Win,52,0.52
18,17,Win,237,2.37
18,18,Push,213,2.13
18,19,Loss,169,1.69
18,20,Loss,257,2.5700000000000003
18,21,Loss,142,1.4200000000000002
18,22,Win,102,1.02
18,23,Win,90,0.8999999999999999
18,24,Win,93,0.9299999999999999
18,25,Win,80,0.8
18,26,Win,43,0.43
19,17,Win,169,1.69
19,18,Win,177,1.77
19,19,Push,171,1.71
19,20,Loss,223,2.23
19,21,Loss,117,1.17
19,22,Win,115,1.15
19,23,Win,77,0.77
19,24,Win,91,0.91
19,25,Win,73,0.73
19,26,Win,62,0.62
20,17,Win,268,2.68
20,18,Win,276,2.76
20,19,Win,244,2.44
20,20,Push,300,3.0
20,21,Loss,170,1.7000000000000002
20,22,Win,112,1.1199999999999999
20,23,Win,108,1.08
20,24,Win,106,1.06
20,25,Win,82,0.8200000000000001
20,26,Win,75,0.75
21,4,Win,2,0.02
21,5,Win,9,0.09
21,6,Win,8,0.08
21,7,Win,11,0.11
21,8,Win,11,0.11
21,9,Win,12,0.12
21,10,Win,20,0.2
21,11,Win,22,0.22
21,12,Win,42,0.42
21,13,Win,43,0.43
21,14,Win,46,0.45999999999999996
21,15,Win,43,0.43
21,16,Win,36,0.36
21,17,Win,119,1.1900000000000002
21,18,Win,123,1.23
21,19,Win,121,1.21
21,20,Win,198,1.9800000000000002
21,21,Push,82,0.8200000000000001
21,22,Win,55,0.5499999999999999
21,23,Win,62,0.62
21,24,Win,49,0.49
21,25,Win,40,0.4
21,26,Win,34,0.33999999999999997
22,17,Loss,134,1.34
22,18,Loss,101,1.01
22,19,Loss,101,1.01
22,20,Loss,141,1.41
22,21,Loss,43,0.43
22,22,Push,51,0.51
22,23,Push,42,0.42
22,24,Push,41,0.41000000000000003
22,25,Push,35,0.35000000000000003
22,26,Push,24,0.24
23,17,Loss,106,1.06
23,18,Loss,69,0.69
23,19,Loss,71,0.7100000000000001
23,20,Loss,131,1.31
23,21,Loss,49,0.49
23,22,Push,46,0.45999999999999996
23,23,Push,49,0.49
23,24,Push,36,0.36
23,25,Push,39,0.38999999999999996
23,26,Push,24,0.24
24,17,Loss,78,0.7799999999999999
24,18,Loss,81,0.8099999999999999
24,19,Loss,63,0.63
24,20,Loss,96,0.96
24,21,Loss,38,0.38
24,22,Push,33,0.33
24,23,Push,36,0.36
24,24,Push,29,0.29
24,25,Push,19,0.19
24,26,Push,22,0.22
25,17,Loss,76,0.76
25,18,Loss,85,0.8500000000000001
25,19,Loss,51,0.51
25,20,Loss,91,0.91
25,21,Loss,32,0.32
25,22,Push,49,0.49
25,23,Push,36,0.36
25,24,Push,32,0.32
25,25,Push,25,0.25
25,26,Push,11,0.11
26,17,Loss,66,0.66
26,18,Loss,50,0.5
26,19,Loss,50,0.5
26,20,Loss,81,0.8099999999999999
26,21,Loss,31,0.31
26,22,Push,29,0.29
26,23,Push,29,0.29
26,24,Push,27,0.27
26,25,Push,15,0.15
26,26,Push,16,0.16
