player_total,dealer_total,result,count,percentage
4,21,Win,26,0.026
5,21,Win,49,0.049
6,21,Win,66,0.066
7,21,Win,101,0.101
8,21,Win,149,0.149
9,21,Win,179,0.179
10,21,Win,185,0.185
11,21,Win,219,0.219
12,21,Win,452,0.45199999999999996
13,21,Win,416,0.416
14,21,Win,451,0.451
15,21,Win,402,0.402
16,21,Win,377,0.377
17,17,Push,2142,2.1420000000000003
17,18,Win,2048,2.048
17,19,Win,1903,1.9029999999999998
17,20,Win,2625,2.625
17,21,Win,1317,1.317
17,22,Loss,1085,1.085
17,23,Loss,880,0.88
17,24,Loss,846,0.8460000000000001
17,25,Loss,719,0.719
17,26,Loss,558,0.5579999999999999
18,17,Loss,1983,1.983
18,18,Push,1950,1.95
18,19,Win,1881,1.881
18,20,Win,2516,2.516
18,21,Win,1316,1.316
18,22,Loss,1008,1.008
18,23,Loss,880,0.88
18,24,Loss,785,0.7849999999999999
18,25,Loss,686,0.6859999999999999
18,26,Loss,549,0.549
19,17,Loss,1934,1.934
19,18,Loss,1886,1.886
19,19,Push,1762,1.762
19,20,Win,2375,2.375
19,21,Win,1263,1.2630000000000001
19,22,Loss,933,0.9329999999999999
19,23,Loss,882,0.882
19,24,Loss,751,0.751
19,25,Loss,661,0.661
19,26,Loss,488,0.488
20,17,Loss,2560,2.56
20,18,Loss,2499,2.4989999999999997
20,19,Loss,2414,2.414
20,20,Push,3282,3.282
20,21,Win,1779,1.779
20,22,Loss,1323,1.323
20,23,Loss,1184,1.184
20,24,Loss,1025,1.0250000000000001
20,25,Loss,877,0.877
20,26,Loss,705,0.705
21,4,Loss,27,0.027
21,5,Loss,58,0.058
21,6,Loss,88,0.08800000000000001
21,7,Loss,106,0.106
21,8,Loss,150,0.15
21,9,Loss,197,0.197
21,10,Loss,180,0.18
21,11,Loss,243,0.243
21,12,Loss,422,0.422
21,13,Loss,463,0.46299999999999997
21,14,Loss,391,0.391
21,15,Loss,424,0.424
21,16,Loss,374,0.374
21,17,Loss,1437,1.437
21,18,Loss,1353,1.353
21,19,Loss,1241,1.2409999999999999
21,20,Loss,1782,1.7819999999999998
21,21,Push,790,0.79
21,22,Loss,570,0.5700000000000001
21,23,Loss,490,0.49
21,24,Loss,432,0.432
21,25,Loss,351,0.35100000000000003
21,26,Loss,313,0.313
22,17,Win,978,0.9780000000000001
22,18,Win,1008,1.008
22,19,Win,985,0.985
22,20,Win,1349,1.349
22,21,Win,491,0.49100000000000005
22,22,Push,493,0.49300000000000005
22,23,Push,471,0.471
22,24,Push,408,0.40800000000000003
22,25,Push,336,0.336
22,26,Push,268,0.268
23,17,Win,960,0.96
23,18,Win,938,0.938
23,19,Win,848,0.848
23,20,Win,1151,1.151
23,21,Win,474,0.47400000000000003
23,22,Push,484,0.484
23,23,Push,426,0.426
23,24,Push,399,0.39899999999999997
23,25,Push,324,0.32399999999999995
23,26,Push,265,0.265
24,17,Win,813,0.8130000000000001
24,18,Win,784,0.784
24,19,Win,764,0.764
24,20,Win,985,0.985
24,21,Win,381,0.381
24,22,Push,413,0.413
24,23,Push,374,0.374
24,24,Push,317,0.317
24,25,Push,288,0.28800000000000003
24,26,Push,229,0.22899999999999998
25,17,Win,673,0.673
25,18,Win,683,0.683
25,19,Win,631,0.631
25,20,Win,902,0.902
25,21,Win,344,0.344
25,22,Push,343,0.34299999999999997
25,23,Push,326,0.326
25,24,Push,289,0.28900000000000003
25,25,Push,241,0.241
25,26,Push,192,0.192
26,17,Win,562,0.562
26,18,Win,524,0.524
26,19,Win,503,0.503
26,20,Win,736,0.736
26,21,Win,275,0.27499999999999997
26,22,Push,293,0.293
26,23,Push,266,0.266
26,24,Push,224,0.22399999999999998
26,25,Push,213,0.213
26,26,Push,162,0.16199999999999998
