Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,184,211,256,139,107,90,82,65,63
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,200,187,275,136,105,97,84,59,42
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,171,187,236,114,103,80,60,71,53
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,226,249,325,187,123,131,113,76,87
21,0,0,0,0,3,1,8,10,13,22,20,23,34,41,48,40,30,126,165,115,197,58,59,55,40,36,27
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,90,132,55,49,44,58,32,26
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,98,88,126,50,54,42,32,32,18
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,82,65,101,45,38,36,30,29,29
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,64,61,83,41,36,26,18,24,18
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,48,49,71,29,23,25,21,28,16
