player_total,dealer_total,result,count,percentage
4,21,Push,289,0.0289
5,21,Push,532,0.053200000000000004
6,21,Push,851,0.0851
7,21,Push,1112,0.1112
8,21,Push,1369,0.1369
9,21,Push,1654,0.16540000000000002
10,21,Push,1908,0.1908
11,21,Push,2202,0.2202
12,21,Push,4408,0.44079999999999997
13,21,Push,4391,0.4391
14,21,Push,4098,0.4098
15,21,Push,3885,0.3885
16,21,Push,3683,0.3683
17,17,Push,21104,2.1104000000000003
17,18,Loss,20522,2.0522
17,19,Loss,19243,1.9243
17,20,Loss,26134,2.6134
17,21,Loss,10679,1.0678999999999998
17,21,Push,3232,0.3232
17,22,Win,10641,1.0641
17,23,Win,9339,0.9339
17,24,Win,8213,0.8213
17,25,Win,6890,0.6890000000000001
17,26,Win,5874,0.5874
18,17,Win,20259,2.0259
18,18,Push,19345,1.9345
18,19,Loss,18888,1.8887999999999998
18,20,Loss,24848,2.4848
18,21,Loss,10313,1.0312999999999999
18,21,Push,2863,0.2863
18,22,Win,9879,0.9879000000000001
18,23,Win,8908,0.8907999999999999
18,24,Win,7927,0.7927
18,25,Win,6815,0.6815
18,26,Win,5492,0.5492
19,17,Win,19549,1.9549
19,18,Win,18604,1.8603999999999998
19,19,Push,18057,1.8057
19,20,Loss,23885,2.3885
19,21,Loss,9873,0.9873
19,21,Push,2812,0.2812
19,22,Win,9723,0.9723
19,23,Win,8756,0.8755999999999999
19,24,Win,7593,0.7593
19,25,Win,6392,0.6392
19,26,Win,5294,0.5294
20,17,Win,25947,2.5947
20,18,Win,25031,2.5031000000000003
20,19,Win,23885,2.3885
20,20,Push,32674,3.2674000000000003
20,21,Loss,13100,1.31
20,21,Push,4920,0.492
20,22,Win,13169,1.3169
20,23,Win,11665,1.1665
20,24,Win,10259,1.0259
20,25,Win,8766,0.8765999999999999
20,26,Win,6967,0.6967
21,4,Push,262,0.0262
21,5,Push,558,0.0558
21,6,Push,810,0.08099999999999999
21,7,Push,1060,0.106
21,8,Push,1353,0.1353
21,9,Push,1616,0.1616
21,10,Push,1989,0.1989
21,11,Push,2206,0.22060000000000002
21,12,Push,4393,0.4393
21,13,Push,4485,0.4485
21,14,Push,4148,0.4148
21,15,Push,3860,0.386
21,16,Push,3624,0.3624
21,17,Push,3262,0.3262
21,17,Win,10587,1.0587
21,18,Push,3073,0.3073
21,18,Win,10294,1.0293999999999999
21,19,Push,2779,0.2779
21,19,Win,9761,0.9761000000000001
21,20,Push,5098,0.5098
21,20,Win,13075,1.3074999999999999
21,21,Push,7597,0.7596999999999999
21,22,Win,5385,0.5385
21,23,Win,4762,0.47619999999999996
21,24,Win,4151,0.4151
21,25,Win,3475,0.3475
21,26,Win,2906,0.2906
22,17,Loss,10478,1.0477999999999998
22,18,Loss,10193,1.0193
22,19,Loss,9735,0.9735
22,20,Loss,12988,1.2988
22,21,Loss,5320,0.532
22,22,Push,5381,0.5381
22,23,Push,4659,0.4659
22,24,Push,4143,0.4143
22,25,Push,3550,0.35500000000000004
22,26,Push,2931,0.2931
23,17,Loss,9460,0.946
23,18,Loss,8934,0.8934
23,19,Loss,8490,0.849
23,20,Loss,11790,1.179
23,21,Loss,4757,0.4757
23,22,Push,4727,0.4727
23,23,Push,4225,0.4225
23,24,Push,3703,0.3703
23,25,Push,3057,0.30569999999999997
23,26,Push,2565,0.2565
24,17,Loss,8216,0.8215999999999999
24,18,Loss,7866,0.7866
24,19,Loss,7647,0.7647
24,20,Loss,10208,1.0208
24,21,Loss,4154,0.4154
24,22,Push,4091,0.4091
24,23,Push,3744,0.3744
24,24,Push,3220,0.322
24,25,Push,2705,0.2705
24,26,Push,2257,0.22569999999999998
25,17,Loss,6973,0.6973
25,18,Loss,6685,0.6685
25,19,Loss,6327,0.6327
25,20,Loss,8779,0.8779
25,21,Loss,3544,0.3544
25,22,Push,3428,0.3428
25,23,Push,3198,0.3198
25,24,Push,2742,0.2742
25,25,Push,2295,0.2295
25,26,Push,1925,0.1925
26,17,Loss,5768,0.5768
26,18,Loss,5604,0.5604
26,19,Loss,5346,0.5346
26,20,Loss,6924,0.6923999999999999
26,21,Loss,2904,0.2904
26,22,Push,2852,0.2852
26,23,Push,2556,0.2556
26,24,Push,2246,0.22460000000000002
26,25,Push,1875,0.1875
26,26,Push,1555,0.1555
