Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,192,215,240,116,96,88,88,81,61
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,194,202,229,120,111,91,86,57,51
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,191,183,230,126,103,83,76,72,43
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,240,239,318,182,145,102,100,84,72
21,0,0,0,0,2,8,4,6,16,17,14,28,41,45,47,38,47,133,144,130,180,72,60,40,40,33,20
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,97,93,132,65,53,45,37,38,34
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,110,91,109,42,50,38,40,34,29
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,84,64,92,32,38,32,30,25,28
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,83,74,93,34,34,40,18,26,16
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,50,50,75,29,22,15,21,13,21
