player_total,dealer_total,result,count,percentage
4,21,Loss,2,0.02
5,21,Loss,9,0.09
6,21,Loss,8,0.08
7,21,Loss,8,0.08
8,21,Loss,17,0.16999999999999998
9,21,Loss,18,0.18
10,21,Loss,21,0.21
11,21,Loss,21,0.21
12,21,Loss,56,0.5599999999999999
13,21,Loss,48,0.48
14,21,Loss,60,0.6
15,21,Loss,40,0.4
16,21,Loss,29,0.29
17,17,Push,209,2.09
17,18,Loss,179,1.79
17,19,Loss,192,1.92
17,20,Loss,273,2.73
17,21,Loss,136,1.3599999999999999
17,22,Win,89,0.89
17,23,Win,97,0.97
17,24,Win,97,0.97
17,25,Win,57,0.5700000000000001
17,26,Win,46,0.45999999999999996
18,17,Win,225,2.25
18,18,Push,193,1.9300000000000002
18,19,Loss,195,1.95
18,20,Loss,243,2.4299999999999997
18,21,Loss,141,1.41
18,22,Win,113,1.13
18,23,Win,64,0.64
18,24,Win,78,0.7799999999999999
18,25,Win,61,0.61
18,26,Win,51,0.51
19,17,Win,191,1.91
19,18,Win,210,2.1
19,19,Push,158,1.58
19,20,Loss,221,2.21
19,21,Loss,142,1.4200000000000002
19,22,Win,111,1.11
19,23,Win,95,0.95
19,24,Win,52,0.52
19,25,Win,55,0.5499999999999999
19,26,Win,62,0.62
20,17,Win,247,2.4699999999999998
20,18,Win,260,2.6
20,19,Win,234,2.34
20,20,Push,317,3.17
20,21,Loss,198,1.9800000000000002
20,22,Win,121,1.21
20,23,Win,108,1.08
20,24,Win,103,1.03
20,25,Win,76,0.76
20,26,Win,69,0.69
21,4,Win,4,0.04
21,5,Win,3,0.03
21,6,Win,10,0.1
21,7,Win,15,0.15
21,8,Win,9,0.09
21,9,Win,19,0.19
21,10,Win,20,0.2
21,11,Win,14,0.13999999999999999
21,12,Win,66,0.66
21,13,Win,43,0.43
21,14,Win,42,0.42
21,15,Win,43,0.43
21,16,Win,37,0.37
21,17,Win,149,1.49
21,18,Win,130,1.3
21,19,Win,111,1.11
21,20,Win,174,1.7399999999999998
21,21,Push,74,0.74
21,22,Win,55,0.5499999999999999
21,23,Win,44,0.44
21,24,Win,29,0.29
21,25,Win,33,0.33
21,26,Win,27,0.27
22,17,Loss,108,1.08
22,18,Loss,98,0.98
22,19,Loss,95,0.95
22,20,Loss,128,1.28
22,21,Loss,67,0.67
22,22,Push,61,0.61
22,23,Push,53,0.53
22,24,Push,29,0.29
22,25,Push,40,0.4
22,26,Push,25,0.25
23,17,Loss,86,0.86
23,18,Loss,93,0.9299999999999999
23,19,Loss,97,0.97
23,20,Loss,131,1.31
23,21,Loss,59,0.59
23,22,Push,42,0.42
23,23,Push,44,0.44
23,24,Push,28,0.27999999999999997
23,25,Push,32,0.32
23,26,Push,24,0.24
24,17,Loss,85,0.8500000000000001
24,18,Loss,78,0.7799999999999999
24,19,Loss,69,0.69
24,20,Loss,116,1.16
24,21,Loss,38,0.38
24,22,Push,35,0.35000000000000003
24,23,Push,34,0.33999999999999997
24,24,Push,32,0.32
24,25,Push,29,0.29
24,26,Push,26,0.26
25,17,Loss,94,0.9400000000000001
25,18,Loss,69,0.69
25,19,Loss,72,0.72
25,20,Loss,78,0.7799999999999999
25,21,Loss,39,0.38999999999999996
25,22,Push,27,0.27
25,23,Push,25,0.25
25,24,Push,27,0.27
25,25,Push,26,0.26
25,26,Push,21,0.21
26,17,Loss,58,0.58
26,18,Loss,61,0.61
26,19,Loss,43,0.43
26,20,Loss,89,0.89
26,21,Loss,19,0.19
26,22,Push,35,0.35000000000000003
26,23,Push,21,0.21
26,24,Push,19,0.19
26,25,Push,24,0.24
26,26,Push,14,0.13999999999999999
