player_total,dealer_total,result,count,percentage
4,21,Loss,5,0.05
5,21,Loss,6,0.06
6,21,Loss,11,0.11
7,21,Loss,10,0.1
8,21,Loss,16,0.16
9,21,Loss,21,0.21
10,21,Loss,19,0.19
11,21,Loss,22,0.22
12,21,Loss,37,0.37
13,21,Loss,44,0.44
14,21,Loss,46,0.45999999999999996
15,21,Loss,38,0.38
16,21,Loss,32,0.32
17,17,Push,194,1.94
17,18,Loss,194,1.94
17,19,Loss,180,1.7999999999999998
17,20,Loss,230,2.3
17,21,Loss,167,1.67
17,22,Win,99,0.9900000000000001
17,23,Win,86,0.86
17,24,Win,80,0.8
17,25,Win,75,0.75
17,26,Win,56,0.5599999999999999
18,17,Win,236,2.36
18,18,Push,187,1.87
18,19,Loss,207,2.07
18,20,Loss,233,2.33
18,21,Loss,135,1.35
18,22,Win,102,1.02
18,23,Win,92,0.9199999999999999
18,24,Win,69,0.69
18,25,Win,67,0.67
18,26,Win,64,0.64
19,17,Win,198,1.9800000000000002
19,18,Win,192,1.92
19,19,Push,205,2.0500000000000003
19,20,Loss,253,2.53
19,21,Loss,132,1.32
19,22,Win,107,1.0699999999999998
19,23,Win,81,0.8099999999999999
19,24,Win,83,0.83
19,25,Win,63,0.63
19,26,Win,49,0.49
20,17,Win,264,2.64
20,18,Win,248,2.48
20,19,Win,257,2.5700000000000003
20,20,Push,306,3.06
20,21,Loss,194,1.94
20,22,Win,122,1.22
20,23,Win,112,1.1199999999999999
20,24,Win,95,0.95
20,25,Win,90,0.8999999999999999
20,26,Win,84,0.84
21,4,Win,3,0.03
21,5,Win,3,0.03
21,6,Win,10,0.1
21,7,Win,6,0.06
21,8,Win,11,0.11
21,9,Win,15,0.15
21,10,Win,20,0.2
21,11,Win,21,0.21
21,12,Win,42,0.42
21,13,Win,45,0.44999999999999996
21,14,Win,39,0.38999999999999996
21,15,Win,38,0.38
21,16,Win,34,0.33999999999999997
21,17,Win,133,1.3299999999999998
21,18,Win,127,1.27
21,19,Win,138,1.38
21,20,Win,193,1.9300000000000002
21,21,Push,60,0.6
21,22,Win,49,0.49
21,23,Win,42,0.42
21,24,Win,34,0.33999999999999997
21,25,Win,35,0.35000000000000003
21,26,Win,28,0.27999999999999997
22,17,Loss,108,1.08
22,18,Loss,116,1.16
22,19,Loss,97,0.97
22,20,Loss,127,1.27
22,21,Loss,49,0.49
22,22,Push,58,0.58
22,23,Push,39,0.38999999999999996
22,24,Push,40,0.4
22,25,Push,29,0.29
22,26,Push,32,0.32
23,17,Loss,102,1.02
23,18,Loss,78,0.7799999999999999
23,19,Loss,84,0.84
23,20,Loss,127,1.27
23,21,Loss,44,0.44
23,22,Push,40,0.4
23,23,Push,30,0.3
23,24,Push,36,0.36
23,25,Push,26,0.26
23,26,Push,22,0.22
24,17,Loss,106,1.06
24,18,Loss,73,0.73
24,19,Loss,55,0.5499999999999999
24,20,Loss,105,1.05
24,21,Loss,34,0.33999999999999997
24,22,Push,35,0.35000000000000003
24,23,Push,37,0.37
24,24,Push,34,0.33999999999999997
24,25,Push,19,0.19
24,26,Push,22,0.22
25,17,Loss,76,0.76
25,18,Loss,59,0.59
25,19,Loss,77,0.77
25,20,Loss,87,0.8699999999999999
25,21,Loss,41,0.41000000000000003
25,22,Push,37,0.37
25,23,Push,36,0.36
25,24,Push,34,0.33999999999999997
25,25,Push,28,0.27999999999999997
25,26,Push,15,0.15
26,17,Loss,61,0.61
26,18,Loss,58,0.58
26,19,Loss,56,0.5599999999999999
26,20,Loss,76,0.76
26,21,Loss,26,0.26
26,22,Push,34,0.33999999999999997
26,23,Push,20,0.2
26,24,Push,28,0.27999999999999997
26,25,Push,12,0.12
26,26,Push,14,0.13999999999999999
