Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,209,224,288,139,117,82,79,50,61
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,189,158,298,135,106,86,85,74,43
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,203,183,216,125,92,85,87,63,63
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,246,269,297,176,143,113,80,94,68
21,0,0,0,0,3,6,5,15,19,13,21,21,53,43,33,32,37,117,138,123,171,84,47,37,40,37,24
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,115,92,125,53,49,55,44,31,28
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,98,88,123,35,49,42,32,28,29
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,55,67,105,46,34,25,37,18,30
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,70,69,81,40,31,31,29,14,20
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,51,62,30,30,28,23,16,8
