Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,218,193,267,122,104,88,77,63,53
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,208,192,256,146,97,84,66,64,46
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,197,149,246,136,110,99,68,60,56
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,247,251,334,155,116,116,80,87,70
21,0,0,0,0,3,8,10,12,24,23,26,16,46,38,35,45,32,143,140,122,190,90,57,42,30,38,39
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,115,104,137,50,44,44,38,39,23
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,92,93,101,49,50,44,34,33,24
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,84,64,82,40,44,47,25,31,22
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,75,102,22,34,26,24,15,20
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,52,52,67,38,29,21,28,20,16
