Hand Value\Card Count,4,5,6,7,8,9,10,11
17,58,80,61,22,9,1,0,0
18,40,83,56,36,9,1,0,0
19,43,69,49,21,11,0,1,0
20,107,121,60,15,9,2,0,0
21,0,0,27,8,7,2,0,0
blackjack,27,0,0,0,0,0,0,0
bust,0,0,294,289,147,41,11,1
