Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,200,193,259,132,108,103,80,82,51
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,189,179,227,132,101,107,76,66,51
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,199,190,229,133,99,95,77,67,43
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,241,226,357,166,141,103,92,85,79
21,0,0,0,0,5,3,2,16,12,16,17,29,63,47,51,42,29,138,150,124,188,80,48,44,40,40,30
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,105,98,138,49,53,54,39,30,25
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,93,91,106,42,48,43,36,28,22
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,73,89,93,34,37,44,21,18,23
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,69,68,82,32,28,32,35,17,23
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,49,66,21,25,21,20,19,20
