Hand Value\Card Count,4,5,6,7,8,9,10
17,41,74,57,25,14,2,0
18,49,70,54,26,7,0,0
19,31,66,54,14,10,1,0
20,105,86,66,20,7,0,0
21,0,0,36,9,4,3,0
blackjack,20,0,0,0,0,0,0
bust,0,0,296,333,158,33,12
