player_total,dealer_total,result,count,percentage
4,21,Loss,1,0.01
5,21,Loss,8,0.08
6,21,Loss,4,0.04
7,21,Loss,10,0.1
8,21,Loss,10,0.1
9,21,Loss,10,0.1
10,21,Loss,25,0.25
11,21,Loss,25,0.25
12,21,Loss,43,0.43
13,21,Loss,48,0.48
14,21,Loss,43,0.43
15,21,Loss,47,0.47000000000000003
16,21,Loss,44,0.44
17,17,Push,217,2.17
17,18,Loss,191,1.91
17,19,Loss,182,1.82
17,20,Loss,249,2.4899999999999998
17,21,Loss,130,1.3
17,22,Win,119,1.1900000000000002
17,23,Win,97,0.97
17,24,Win,85,0.8500000000000001
17,25,Win,63,0.63
17,26,Win,60,0.6
18,17,Win,205,2.0500000000000003
18,18,Push,183,1.83
18,19,Loss,194,1.94
18,20,Loss,254,2.54
18,21,Loss,112,1.1199999999999999
18,22,Win,119,1.1900000000000002
18,23,Win,97,0.97
18,24,Win,81,0.8099999999999999
18,25,Win,59,0.59
18,26,Win,46,0.45999999999999996
19,17,Win,224,2.2399999999999998
19,18,Win,194,1.94
19,19,Push,167,1.67
19,20,Loss,238,2.3800000000000003
19,21,Loss,127,1.27
19,22,Win,99,0.9900000000000001
19,23,Win,82,0.8200000000000001
19,24,Win,77,0.77
19,25,Win,70,0.7000000000000001
19,26,Win,54,0.54
20,17,Win,269,2.69
20,18,Win,268,2.68
20,19,Win,228,2.2800000000000002
20,20,Push,304,3.04
20,21,Loss,193,1.9300000000000002
20,22,Win,138,1.38
20,23,Win,101,1.01
20,24,Win,110,1.0999999999999999
20,25,Win,75,0.75
20,26,Win,56,0.5599999999999999
21,4,Win,2,0.02
21,5,Win,4,0.04
21,6,Win,14,0.13999999999999999
21,7,Win,7,0.06999999999999999
21,8,Win,13,0.13
21,9,Win,16,0.16
21,10,Win,23,0.22999999999999998
21,11,Win,23,0.22999999999999998
21,12,Win,43,0.43
21,13,Win,41,0.41000000000000003
21,14,Win,47,0.47000000000000003
21,15,Win,42,0.42
21,16,Win,45,0.44999999999999996
21,17,Win,144,1.44
21,18,Win,125,1.25
21,19,Win,139,1.39
21,20,Win,188,1.8800000000000001
21,21,Push,98,0.98
21,22,Win,38,0.38
21,23,Win,46,0.45999999999999996
21,24,Win,44,0.44
21,25,Win,27,0.27
21,26,Win,36,0.36
22,17,Loss,96,0.96
22,18,Loss,80,0.8
22,19,Loss,94,0.9400000000000001
22,20,Loss,140,1.4000000000000001
22,21,Loss,49,0.49
22,22,Push,51,0.51
22,23,Push,50,0.5
22,24,Push,42,0.42
22,25,Push,35,0.35000000000000003
22,26,Push,26,0.26
23,17,Loss,119,1.1900000000000002
23,18,Loss,85,0.8500000000000001
23,19,Loss,86,0.86
23,20,Loss,109,1.09
23,21,Loss,56,0.5599999999999999
23,22,Push,33,0.33
23,23,Push,40,0.4
23,24,Push,34,0.33999999999999997
23,25,Push,20,0.2
23,26,Push,29,0.29
24,17,Loss,89,0.89
24,18,Loss,94,0.9400000000000001
24,19,Loss,69,0.69
24,20,Loss,101,1.01
24,21,Loss,54,0.54
24,22,Push,32,0.32
24,23,Push,32,0.32
24,24,Push,34,0.33999999999999997
24,25,Push,25,0.25
24,26,Push,21,0.21
25,17,Loss,79,0.79
25,18,Loss,56,0.5599999999999999
25,19,Loss,56,0.5599999999999999
25,20,Loss,83,0.83
25,21,Loss,42,0.42
25,22,Push,38,0.38
25,23,Push,26,0.26
25,24,Push,28,0.27999999999999997
25,25,Push,24,0.24
25,26,Push,19,0.19
26,17,Loss,68,0.6799999999999999
26,18,Loss,44,0.44
26,19,Loss,56,0.5599999999999999
26,20,Loss,79,0.79
26,21,Loss,19,0.19
26,22,Push,28,0.27999999999999997
26,23,Push,36,0.36
26,24,Push,23,0.22999999999999998
26,25,Push,17,0.16999999999999998
26,26,Push,14,0.13999999999999999
