Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,24,22,14,4,15,7,10,6
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,22,32,12,10,4,0,6,7
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,11,20,15,10,5,8,8,8
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,21,28,24,12,16,12,7,9
21,0,0,0,0,0,1,0,0,0,1,4,4,5,8,2,6,5,12,14,11,20,4,6,3,5,5,3
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,19,11,6,1,2,3,1
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,11,5,5,4,2,3,3
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,11,4,7,3,5,1,3
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,9,5,6,1,3,2,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,8,2,2,3,1,3,4
