player_total,dealer_total,result,count,percentage
4,21,Win,273,0.0273
5,21,Win,556,0.0556
6,21,Win,818,0.0818
7,21,Win,1180,0.11800000000000001
8,21,Win,1391,0.1391
9,21,Win,1725,0.1725
10,21,Win,1926,0.1926
11,21,Win,2290,0.22899999999999998
12,21,Win,4397,0.4397
13,21,Win,4506,0.45059999999999995
14,21,Win,4286,0.4286
15,21,Win,3962,0.3962
16,21,Win,3571,0.3571
17,17,Push,20966,2.0966
17,18,Win,20149,2.0149
17,19,Win,19488,1.9487999999999999
17,20,Win,26186,2.6186000000000003
17,21,Win,13720,1.3719999999999999
17,22,Loss,10612,1.0612
17,23,Loss,9669,0.9669000000000001
17,24,Loss,8260,0.826
17,25,Loss,7023,0.7022999999999999
17,26,Loss,5648,0.5648
18,17,Loss,20341,2.0341
18,18,Push,19698,1.9698
18,19,Win,18593,1.8592999999999997
18,20,Win,24846,2.4846
18,21,Win,13277,1.3277
18,22,Loss,10127,1.0127000000000002
18,23,Loss,9046,0.9046000000000001
18,24,Loss,8034,0.8033999999999999
18,25,Loss,6598,0.6597999999999999
18,26,Loss,5546,0.5546
19,17,Loss,19357,1.9357
19,18,Loss,18628,1.8627999999999998
19,19,Push,17929,1.7929
19,20,Win,23973,2.3973
19,21,Win,12523,1.2523
19,22,Loss,9688,0.9688
19,23,Loss,8660,0.8659999999999999
19,24,Loss,7547,0.7547
19,25,Loss,6507,0.6507
19,26,Loss,5254,0.5254
20,17,Loss,26159,2.6159000000000003
20,18,Loss,25242,2.5242
20,19,Loss,23928,2.3928000000000003
20,20,Push,32425,3.2425
20,21,Win,18272,1.8272
20,22,Loss,12852,1.2852000000000001
20,23,Loss,11734,1.1734
20,24,Loss,10258,1.0258
20,25,Loss,8658,0.8658000000000001
20,26,Loss,6957,0.6957
21,4,Loss,282,0.028200000000000003
21,5,Loss,562,0.0562
21,6,Loss,789,0.0789
21,7,Loss,1112,0.1112
21,8,Loss,1424,0.1424
21,9,Loss,1704,0.1704
21,10,Loss,1862,0.1862
21,11,Loss,2282,0.22820000000000001
21,12,Loss,4562,0.4562
21,13,Loss,4393,0.4393
21,14,Loss,4225,0.4225
21,15,Loss,3961,0.3961
21,16,Loss,3682,0.36819999999999997
21,17,Loss,13744,1.3743999999999998
21,18,Loss,13230,1.323
21,19,Loss,12458,1.2458
21,20,Loss,18162,1.8162
21,21,Push,7594,0.7594
21,22,Loss,5269,0.5269
21,23,Loss,4804,0.4804
21,24,Loss,4253,0.4253
21,25,Loss,3511,0.35109999999999997
21,26,Loss,2807,0.2807
22,17,Win,10507,1.0507
22,18,Win,10058,1.0058
22,19,Win,9819,0.9819
22,20,Win,12902,1.2902
22,21,Win,5275,0.5275
22,22,Push,5284,0.5284
22,23,Push,4758,0.4758
22,24,Push,4043,0.4043
22,25,Push,3399,0.33990000000000004
22,26,Push,2884,0.2884
23,17,Win,9459,0.9459000000000001
23,18,Win,9276,0.9276
23,19,Win,8741,0.8741000000000001
23,20,Win,11561,1.1561
23,21,Win,4700,0.47000000000000003
23,22,Push,4658,0.4658
23,23,Push,4210,0.42100000000000004
23,24,Push,3643,0.3643
23,25,Push,3173,0.3173
23,26,Push,2477,0.2477
24,17,Win,8397,0.8397
24,18,Win,7849,0.7849
24,19,Win,7423,0.7423
24,20,Win,10279,1.0279
24,21,Win,4049,0.4049
24,22,Push,4122,0.41219999999999996
24,23,Push,3668,0.36679999999999996
24,24,Push,3210,0.321
24,25,Push,2746,0.2746
24,26,Push,2208,0.2208
25,17,Win,7065,0.7065
25,18,Win,6772,0.6772
25,19,Win,6424,0.6424
25,20,Win,8537,0.8536999999999999
25,21,Win,3579,0.3579
25,22,Push,3431,0.3431
25,23,Push,3062,0.3062
25,24,Push,2733,0.27330000000000004
25,25,Push,2240,0.22399999999999998
25,26,Push,1924,0.1924
26,17,Win,5694,0.5694
26,18,Win,5464,0.5464
26,19,Win,5278,0.5277999999999999
26,20,Win,7205,0.7204999999999999
26,21,Win,2776,0.27759999999999996
26,22,Push,2861,0.28609999999999997
26,23,Push,2526,0.2526
26,24,Push,2285,0.2285
26,25,Push,1817,0.1817
26,26,Push,1618,0.1618
