Hand Value\Card Count,4,5,6,7,8,9,10
17,47,67,57,19,8,0,0
18,48,74,42,26,7,2,0
19,37,61,49,21,7,3,1
20,109,113,68,24,7,0,0
21,0,0,25,25,7,0,1
bust,0,0,277,296,137,43,9
blackjack,19,0,0,0,0,0,0
