Hand Value\Card Count,4,5,6,7,8,9,10,11
17,54,94,59,31,9,2,0,0
18,42,85,54,19,10,3,0,0
19,31,63,49,17,10,1,0,0
20,109,104,56,24,5,2,0,0
21,0,0,23,20,5,1,0,0
blackjack,33,0,0,0,0,0,0,0
bust,0,0,300,315,148,24,7,1
