Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,221,208,271,123,110,94,86,62,60
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,202,166,269,128,105,80,88,59,54
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,191,188,261,117,90,70,73,80,67
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,258,245,333,190,124,113,107,79,73
21,0,0,0,0,1,8,5,6,12,11,19,23,56,41,41,38,38,144,129,125,178,57,59,39,42,35,32
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,110,110,109,50,61,46,35,37,23
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91,101,103,53,45,38,33,35,25
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,78,65,106,41,41,31,28,22,19
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67,61,89,38,30,37,24,32,19
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,58,70,28,29,22,13,14,16
