Hand Value\Card Count,4,5,6,7,8,9,10,11
17,55,73,52,20,5,1,0,0
18,34,82,62,24,6,0,0,0
19,29,64,39,9,8,0,0,0
20,110,126,72,20,6,0,0,0
21,0,0,30,23,12,0,1,0
bust,0,0,302,292,127,45,8,1
blackjack,24,0,0,0,0,0,0,0
