Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,220,200,275,137,106,90,76,61,75
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,225,180,266,146,114,96,56,65,54
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,185,194,212,113,96,95,93,65,53
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,212,255,314,165,130,119,81,87,62
21,0,0,0,0,1,6,6,13,11,17,28,23,43,45,40,47,36,140,119,131,158,71,52,52,38,40,34
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,128,107,119,57,59,40,42,37,31
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,84,81,107,57,44,54,43,24,36
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,73,84,104,37,36,31,35,34,15
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,60,91,40,31,23,28,22,18
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52,55,81,31,29,25,19,17,10
