player_total,dealer_total,result,count,percentage
6,21,Loss,1,0.1
8,21,Loss,3,0.3
9,21,Loss,3,0.3
10,21,Loss,3,0.3
11,21,Loss,5,0.5
12,21,Loss,5,0.5
13,21,Loss,3,0.3
14,21,Loss,3,0.3
15,21,Loss,2,0.2
16,21,Loss,6,0.6
17,17,Push,28,2.8000000000000003
17,18,Loss,27,2.7
17,19,Loss,24,2.4
17,20,Loss,22,2.1999999999999997
17,21,Loss,14,1.4000000000000001
17,22,Win,4,0.4
17,23,Win,15,1.5
17,24,Win,7,0.7000000000000001
17,25,Win,10,1.0
17,26,Win,6,0.6
18,17,Win,16,1.6
18,18,Push,20,2.0
18,19,Loss,22,2.1999999999999997
18,20,Loss,32,3.2
18,21,Loss,12,1.2
18,22,Win,10,1.0
18,23,Win,4,0.4
18,25,Win,6,0.6
18,26,Win,7,0.7000000000000001
19,17,Win,21,2.1
19,18,Win,18,1.7999999999999998
19,19,Push,11,1.0999999999999999
19,20,Loss,20,2.0
19,21,Loss,15,1.5
19,22,Win,10,1.0
19,23,Win,5,0.5
19,24,Win,8,0.8
19,25,Win,8,0.8
19,26,Win,8,0.8
20,17,Win,23,2.3
20,18,Win,25,2.5
20,19,Win,21,2.1
20,20,Push,28,2.8000000000000003
20,21,Loss,24,2.4
20,22,Win,12,1.2
20,23,Win,16,1.6
20,24,Win,12,1.2
20,25,Win,7,0.7000000000000001
20,26,Win,9,0.8999999999999999
21,5,Win,1,0.1
21,9,Win,1,0.1
21,10,Win,4,0.4
21,11,Win,4,0.4
21,12,Win,5,0.5
21,13,Win,8,0.8
21,14,Win,2,0.2
21,15,Win,6,0.6
21,16,Win,5,0.5
21,17,Win,12,1.2
21,18,Win,14,1.4000000000000001
21,19,Win,11,1.0999999999999999
21,20,Win,20,2.0
21,21,Push,4,0.4
21,22,Win,6,0.6
21,23,Win,3,0.3
21,24,Win,5,0.5
21,25,Win,5,0.5
21,26,Win,3,0.3
22,17,Loss,12,1.2
22,18,Loss,12,1.2
22,19,Loss,11,1.0999999999999999
22,20,Loss,19,1.9
22,21,Loss,11,1.0999999999999999
22,22,Push,6,0.6
22,23,Push,1,0.1
22,24,Push,2,0.2
22,25,Push,3,0.3
22,26,Push,1,0.1
23,17,Loss,8,0.8
23,18,Loss,3,0.3
23,19,Loss,2,0.2
23,20,Loss,11,1.0999999999999999
23,21,Loss,5,0.5
23,22,Push,5,0.5
23,23,Push,4,0.4
23,24,Push,2,0.2
23,25,Push,3,0.3
23,26,Push,3,0.3
24,17,Loss,8,0.8
24,18,Loss,8,0.8
24,19,Loss,7,0.7000000000000001
24,20,Loss,11,1.0999999999999999
24,21,Loss,4,0.4
24,22,Push,7,0.7000000000000001
24,23,Push,3,0.3
24,24,Push,5,0.5
24,25,Push,1,0.1
24,26,Push,3,0.3
25,17,Loss,4,0.4
25,18,Loss,9,0.8999999999999999
25,19,Loss,1,0.1
25,20,Loss,9,0.8999999999999999
25,21,Loss,5,0.5
25,22,Push,6,0.6
25,23,Push,1,0.1
25,24,Push,3,0.3
25,25,Push,2,0.2
26,17,Loss,4,0.4
26,18,Loss,6,0.6
26,19,Loss,6,0.6
26,20,Loss,8,0.8
26,21,Loss,2,0.2
26,22,Push,2,0.2
26,23,Push,3,0.3
26,24,Push,1,0.1
26,25,Push,3,0.3
26,26,Push,4,0.4
