player_total,dealer_total,result,count,percentage
4,21,Loss,4,0.04
5,21,Loss,10,0.1
6,21,Loss,6,0.06
7,21,Loss,15,0.15
8,21,Loss,20,0.2
9,21,Loss,19,0.19
10,21,Loss,18,0.18
11,21,Loss,18,0.18
12,21,Loss,42,0.42
13,21,Loss,42,0.42
14,21,Loss,41,0.41000000000000003
15,21,Loss,44,0.44
16,21,Loss,35,0.35000000000000003
17,17,Push,234,2.34
17,18,Loss,211,2.11
17,19,Loss,202,2.02
17,20,Loss,267,2.67
17,21,Loss,124,1.24
17,22,Win,107,1.0699999999999998
17,23,Win,85,0.8500000000000001
17,24,Win,79,0.79
17,25,Win,73,0.73
17,26,Win,69,0.69
18,17,Win,192,1.92
18,18,Push,193,1.9300000000000002
18,19,Loss,187,1.87
18,20,Loss,259,2.59
18,21,Loss,142,1.4200000000000002
18,22,Win,119,1.1900000000000002
18,23,Win,97,0.97
18,24,Win,81,0.8099999999999999
18,25,Win,69,0.69
18,26,Win,53,0.53
19,17,Win,177,1.77
19,18,Win,179,1.79
19,19,Push,189,1.8900000000000001
19,20,Loss,216,2.16
19,21,Loss,121,1.21
19,22,Win,101,1.01
19,23,Win,78,0.7799999999999999
19,24,Win,81,0.8099999999999999
19,25,Win,60,0.6
19,26,Win,63,0.63
20,17,Win,283,2.83
20,18,Win,260,2.6
20,19,Win,233,2.33
20,20,Push,305,3.05
20,21,Loss,182,1.82
20,22,Win,135,1.35
20,23,Win,118,1.18
20,24,Win,91,0.91
20,25,Win,87,0.8699999999999999
20,26,Win,61,0.61
21,4,Win,3,0.03
21,5,Win,4,0.04
21,6,Win,8,0.08
21,7,Win,15,0.15
21,8,Win,7,0.06999999999999999
21,9,Win,13,0.13
21,10,Win,14,0.13999999999999999
21,11,Win,21,0.21
21,12,Win,44,0.44
21,13,Win,40,0.4
21,14,Win,44,0.44
21,15,Win,38,0.38
21,16,Win,35,0.35000000000000003
21,17,Win,133,1.3299999999999998
21,18,Win,134,1.34
21,19,Win,128,1.28
21,20,Win,189,1.8900000000000001
21,21,Push,69,0.69
21,22,Win,49,0.49
21,23,Win,40,0.4
21,24,Win,39,0.38999999999999996
21,25,Win,37,0.37
21,26,Win,27,0.27
22,17,Loss,118,1.18
22,18,Loss,97,0.97
22,19,Loss,111,1.11
22,20,Loss,110,1.0999999999999999
22,21,Loss,62,0.62
22,22,Push,55,0.5499999999999999
22,23,Push,47,0.47000000000000003
22,24,Push,42,0.42
22,25,Push,35,0.35000000000000003
22,26,Push,28,0.27999999999999997
23,17,Loss,82,0.8200000000000001
23,18,Loss,80,0.8
23,19,Loss,92,0.9199999999999999
23,20,Loss,102,1.02
23,21,Loss,39,0.38999999999999996
23,22,Push,47,0.47000000000000003
23,23,Push,27,0.27
23,24,Push,40,0.4
23,25,Push,23,0.22999999999999998
23,26,Push,30,0.3
24,17,Loss,80,0.8
24,18,Loss,75,0.75
24,19,Loss,71,0.7100000000000001
24,20,Loss,105,1.05
24,21,Loss,48,0.48
24,22,Push,47,0.47000000000000003
24,23,Push,39,0.38999999999999996
24,24,Push,35,0.35000000000000003
24,25,Push,30,0.3
24,26,Push,17,0.16999999999999998
25,17,Loss,61,0.61
25,18,Loss,61,0.61
25,19,Loss,65,0.65
25,20,Loss,101,1.01
25,21,Loss,45,0.44999999999999996
25,22,Push,35,0.35000000000000003
25,23,Push,41,0.41000000000000003
25,24,Push,30,0.3
25,25,Push,36,0.36
25,26,Push,28,0.27999999999999997
26,17,Loss,54,0.54
26,18,Loss,66,0.66
26,19,Loss,49,0.49
26,20,Loss,58,0.58
26,21,Loss,29,0.29
26,22,Push,27,0.27
26,23,Push,25,0.25
26,24,Push,26,0.26
26,25,Push,22,0.22
26,26,Push,19,0.19
