Hand Value\Card Count,4,5,6,7,8,9,10,11
17,57,81,54,18,4,0,1,0
18,34,76,51,28,5,0,0,0
19,43,65,49,19,5,2,0,0
20,124,116,50,24,4,0,0,0
21,0,0,32,17,4,1,0,0
blackjack,18,0,0,0,0,0,0,0
bust,0,0,303,287,141,35,10,1
