Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,202,193,281,130,119,76,89,76,69
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,206,164,257,123,112,92,83,78,49
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,196,177,237,121,86,92,86,57,62
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,235,233,352,202,139,124,105,67,81
21,0,0,0,0,4,4,11,10,9,21,19,25,41,38,40,40,39,135,118,112,173,96,58,46,33,34,27
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,96,92,130,35,56,55,39,44,27
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,72,105,45,55,42,36,34,21
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,90,93,89,45,37,41,32,26,26
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,68,40,91,39,37,34,26,34,17
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,66,48,62,23,26,27,26,19,14
