Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,226,182,247,128,99,102,75,65,62
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,199,190,225,118,96,88,68,61,46
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,190,179,258,110,91,80,88,61,46
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,220,260,321,199,115,115,100,85,78
21,0,0,0,0,2,4,9,15,17,6,18,29,35,38,34,51,34,150,150,131,190,77,54,43,42,31,27
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,81,113,139,51,47,49,49,25,29
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,88,95,109,47,52,51,36,30,20
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,94,72,113,54,44,38,33,30,27
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,65,67,86,26,26,36,21,23,14
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,62,78,33,22,21,13,12,14
