Hand Value\Card Count,4,5,6,7,8,9,10,11
17,56,78,59,18,5,3,1,0
18,45,73,50,23,9,0,1,0
19,33,62,42,18,5,3,0,0
20,117,101,70,28,11,0,0,0
21,0,0,30,14,8,0,0,0
bust,0,0,299,301,145,41,9,1
blackjack,24,0,0,0,0,0,0,0
