Hand Value\Card Count,4,5,6,7,8,9,10,11
17,62,73,50,19,11,4,0,0
18,38,75,55,25,11,2,0,0
19,43,48,55,26,4,1,0,0
20,123,125,71,22,8,3,0,0
21,0,0,37,23,7,0,2,0
bust,0,0,301,318,155,43,10,4
blackjack,27,0,0,0,0,0,0,0
