player_total,dealer_total,result,count,percentage
4,21,Loss,4,0.04
5,21,Loss,5,0.05
6,21,Loss,5,0.05
7,21,Loss,14,0.13999999999999999
8,21,Loss,15,0.15
9,21,Loss,17,0.16999999999999998
10,21,Loss,19,0.19
11,21,Loss,29,0.29
12,21,Loss,50,0.5
13,21,Loss,51,0.51
14,21,Loss,68,0.6799999999999999
15,21,Loss,30,0.3
16,21,Loss,43,0.43
17,17,Push,208,2.08
17,18,Loss,221,2.21
17,19,Loss,208,2.08
17,20,Loss,271,2.71
17,21,Loss,123,1.23
17,22,Win,110,1.0999999999999999
17,23,Win,94,0.9400000000000001
17,24,Win,86,0.86
17,25,Win,62,0.62
17,26,Win,60,0.6
18,17,Win,211,2.11
18,18,Push,202,2.02
18,19,Loss,166,1.66
18,20,Loss,269,2.69
18,21,Loss,128,1.28
18,22,Win,105,1.05
18,23,Win,80,0.8
18,24,Win,88,0.88
18,25,Win,59,0.59
18,26,Win,54,0.54
19,17,Win,174,1.7399999999999998
19,18,Win,191,1.91
19,19,Push,188,1.8800000000000001
19,20,Loss,261,2.6100000000000003
19,21,Loss,117,1.17
19,22,Win,90,0.8999999999999999
19,23,Win,70,0.7000000000000001
19,24,Win,73,0.73
19,25,Win,80,0.8
19,26,Win,67,0.67
20,17,Win,245,2.45
20,18,Win,258,2.58
20,19,Win,245,2.45
20,20,Push,333,3.3300000000000005
20,21,Loss,190,1.9
20,22,Win,124,1.24
20,23,Win,113,1.13
20,24,Win,107,1.0699999999999998
20,25,Win,79,0.79
20,26,Win,73,0.73
21,4,Win,1,0.01
21,5,Win,8,0.08
21,6,Win,5,0.05
21,7,Win,6,0.06
21,8,Win,12,0.12
21,9,Win,11,0.11
21,10,Win,19,0.19
21,11,Win,23,0.22999999999999998
21,12,Win,56,0.5599999999999999
21,13,Win,41,0.41000000000000003
21,14,Win,41,0.41000000000000003
21,15,Win,38,0.38
21,16,Win,38,0.38
21,17,Win,144,1.44
21,18,Win,129,1.29
21,19,Win,125,1.25
21,20,Win,178,1.78
21,21,Push,57,0.5700000000000001
21,22,Win,59,0.59
21,23,Win,39,0.38999999999999996
21,24,Win,42,0.42
21,25,Win,35,0.35000000000000003
21,26,Win,32,0.32
22,17,Loss,96,0.96
22,18,Loss,110,1.0999999999999999
22,19,Loss,110,1.0999999999999999
22,20,Loss,109,1.09
22,21,Loss,50,0.5
22,22,Push,61,0.61
22,23,Push,46,0.45999999999999996
22,24,Push,35,0.35000000000000003
22,25,Push,37,0.37
22,26,Push,23,0.22999999999999998
23,17,Loss,86,0.86
23,18,Loss,91,0.91
23,19,Loss,101,1.01
23,20,Loss,103,1.03
23,21,Loss,53,0.53
23,22,Push,45,0.44999999999999996
23,23,Push,38,0.38
23,24,Push,33,0.33
23,25,Push,35,0.35000000000000003
23,26,Push,25,0.25
24,17,Loss,73,0.73
24,18,Loss,78,0.7799999999999999
24,19,Loss,65,0.65
24,20,Loss,106,1.06
24,21,Loss,41,0.41000000000000003
24,22,Push,41,0.41000000000000003
24,23,Push,31,0.31
24,24,Push,28,0.27999999999999997
24,25,Push,22,0.22
24,26,Push,19,0.19
25,17,Loss,86,0.86
25,18,Loss,67,0.67
25,19,Loss,61,0.61
25,20,Loss,89,0.89
25,21,Loss,38,0.38
25,22,Push,30,0.3
25,23,Push,37,0.37
25,24,Push,24,0.24
25,25,Push,32,0.32
25,26,Push,19,0.19
26,17,Loss,52,0.52
26,18,Loss,52,0.52
26,19,Loss,58,0.58
26,20,Loss,70,0.7000000000000001
26,21,Loss,28,0.27999999999999997
26,22,Push,29,0.29
26,23,Push,22,0.22
26,24,Push,13,0.13
26,25,Push,14,0.13999999999999999
26,26,Push,16,0.16
