Hand Value\Card Count,4,5,6,7,8,9,10,11
17,57,88,48,18,4,1,1,0
18,39,68,50,21,4,1,0,0
19,30,52,51,21,12,1,0,0
20,109,112,60,16,6,1,0,0
21,0,0,29,29,10,2,0,0
bust,0,0,277,299,125,44,11,1
blackjack,28,0,0,0,0,0,0,0
