Hand Value\Card Count,4,5,6,7,8,9,10,11
17,48,74,34,19,12,2,0,0
18,44,56,41,19,8,1,0,0
19,25,76,36,19,11,2,1,0
20,100,119,79,32,6,1,0,0
21,0,0,36,18,6,0,0,0
blackjack,22,0,0,0,0,0,0,0
bust,0,0,287,298,125,36,9,1
