Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,208,195,261,131,107,109,80,69,57
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,233,186,215,136,78,98,75,67,69
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,161,177,229,126,112,98,77,61,69
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,243,270,307,172,131,120,101,98,80
21,0,0,0,0,3,10,5,12,16,17,21,22,47,51,39,43,34,148,119,134,183,67,51,43,41,35,24
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,85,138,51,44,46,36,39,27
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,124,84,113,57,44,49,43,33,31
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,72,67,117,42,42,34,34,29,15
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,86,57,78,24,33,32,25,24,16
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,48,47,79,35,30,28,24,14,16
