Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,204,199,272,144,109,95,78,69,54
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,195,179,262,133,96,92,82,61,58
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,177,187,246,145,93,102,56,77,52
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,243,238,315,167,155,120,84,80,72
21,0,0,0,0,0,3,8,8,16,12,15,28,44,52,39,40,35,155,115,109,172,82,43,37,45,36,40
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,104,86,123,59,39,61,45,40,25
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,95,72,149,49,48,42,48,43,32
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,87,74,98,45,46,28,42,25,23
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,53,83,31,33,32,33,31,14
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62,60,73,20,30,20,20,16,21
