Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,179,192,273,136,89,97,97,57,46
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,193,195,243,141,113,64,78,61,51
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,210,158,221,142,111,95,52,55,62
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,260,234,317,198,121,108,103,76,69
21,0,0,0,0,4,3,10,15,9,19,20,14,66,43,42,43,37,149,130,111,174,74,55,44,29,33,27
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,98,95,128,67,61,53,29,40,25
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,93,97,131,59,42,44,28,32,24
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,78,69,116,38,35,34,32,29,26
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,69,72,78,39,27,25,27,26,21
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,61,43,89,19,35,21,19,24,14
