Player\Dealer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,195,185,246,147,104,89,70,51,60
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,210,167,268,131,97,90,59,66,52
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,187,209,236,122,94,86,85,56,57
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,254,238,290,177,140,120,108,81,60
21,0,0,0,0,2,3,6,12,16,15,22,27,43,41,41,41,39,137,127,130,184,84,46,38,42,42,36
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,102,97,122,70,64,61,44,43,20
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,101,93,117,44,48,37,34,42,22
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,77,76,90,43,47,36,37,28,21
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,54,75,33,48,30,31,29,11
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,60,58,27,37,25,16,22,7
