Hand Value\Card Count,4,5,6,7,8,9,10,11,12+
17,3504,6215,4955,2358,667,162,25,3,0
18,4209,7243,5426,2414,674,143,18,4,0
19,3343,6535,5200,2392,746,157,31,2,0
20,10943,11502,6839,2638,783,181,23,2,0
21,0,0,2686,2007,655,175,28,1,1
bust,0,0,29770,30656,14902,4527,937,143,20
blackjack,2174,0,0,0,0,0,0,0,0
